Year,Afghanistan,Bahrain,Canada,Egypt,India,Oman,Qatar,Saudi Arabia,United Arab Emirates,United Kingdom,United States
1995,,-0.732155660224436,0.19907979864952882,-0.06760044503263762,0.4829757721092067,0.062184928607723004,-0.5280975197675465,-0.2779677778290775,0.5338375176257976,0.2025517698459529,0.09185004806875297
1994,,-0.23288433388835278,1.0206481384422177,-0.23193945795680734,0.17895977270117913,-0.14960432099829007,-0.3531403997317757,-0.21990339757144794,0.6612806329447183,0.7118486067837196,0.7444125988827996
1993,,1.4569570783260823,0.19907979864952882,-0.9440751806282099,-0.4628517816046574,0.33751095309553997,-0.6797270237985481,-0.5102252988595956,-0.5175681837552971,0.2025517698459529,0.142047167362141
1992,,1.2649296451198964,-0.6224885411431601,-2.368346625971015,-0.22639489317619127,0.8458051521499714,0.638283280470926,0.2736438346184029,-0.02372611189447991,-0.6201585052073627,0.4934270024158586
1991,,-0.5785337136594874,-1.9917691074643082,-1.382312548425996,-1.7126953347265494,0.3163320281349387,-0.7497098718128563,1.8704142917032145,-0.18303000604313063,-1.2078087016740167,-1.313669292146117
1990,,-0.11766787396464136,-0.9419873399514279,-1.2727532064765497,-0.22639489317619127,0.8246262271893702,-2.2776687201252552,1.8994464818320291,3.2420037181528603,-0.5026284659140319,-0.30972690627835286
1989,,-1.0778050399955705,0.016509056473375593,-0.8892955096534866,-0.0912766712170677,-0.3190357206831005,0.04342907234930494,-0.3795804432799291,1.9835029543785192,0.24172844961039655,0.5938212410026351
1988,,0.8424692920662877,0.9750054528981795,-0.341498799906254,1.158566881904824,0.1469006284501283,-0.026553775665003373,1.5946084854794742,-0.9317583085417891,1.4562055223081483,0.8448068374695761
1987,,-1.9227257461027882,0.8380773962660644,-0.17715978698208426,-0.7330882255229042,-1.8015604679251922,-0.4697784797556229,-1.2650622422087792,0.32674245523255163,1.3386754830148175,0.4934270024158586
1986,,-1.2698324732017563,-0.07477631461470083,0.09673856789153208,-0.4628517816046574,-0.5096460453285122,-0.14319185568885062,2.160736192991362,-3.592133340824256,0.4767885281970582,0.4934270024158586
1985,,-1.8075092861790767,1.1119335095302942,1.5210100132343374,-0.29395400415575307,2.1165406497860495,-2.0910477920870996,-1.7295772842698156,-0.915827919126924,0.8293786460770504,0.8448068374695761
1984,,0.15117053252401888,1.6596457360587535,1.8496880390826766,-0.800647336502466,1.9894671000224422,1.2914565286044706,-0.989256435985039,0.19929933991363108,0.08502173055262219,2.3507204162712227
1983,,1.2265241584786595,0.15343711310549052,2.3427050778551863,0.3816371056398642,2.413045599234468,-1.192934575903476,-2.6440912733274806,-1.345948433328281,0.8685553258414942,1.0455953146431287
1982,,0.9960912386312366,-2.493838648448729,1.4662303422596137,-0.9019860029718085,1.4811729009680106,-1.5311850079726328,-3.3118316462902198,-1.6645562216255825,0.006668371023734916,-2.167020320133717
1981,,-0.3865062804533016,0.5642212830018349,-1.3275328774512727,-0.05749711572728696,2.667192698761684,-1.0296412638700898,-0.031194161734152046,0.7568629694339086,-1.0511019826162424,-0.008544190518023537
1980,,1.4185515916848452,-0.029133629070662515,-0.6701768257545936,-0.29395400415575307,0.33751095309553997,-0.6913908318009327,0.5204174507133283,-0.8043151932228685,-1.5995754993184528,-1.4140635307328933
